GENOA	GENOA	NNP	REPORT	LOCATION	O
,	,	,	REPORT	OTHER	O
from	from	IN	REPORT	OTHER	O
your	you	PRP$	REPORT	OTHER	O
library	library	NN	REPORT	OTHER	O
,	,	,	REPORT	OTHER	O
with	with	IN	REPORT	OTHER	O
the	the	DT	REPORT	OTHER	O
mercury	mercury	NN	REPORT	OTHER	O
at	at	IN	REPORT	OTHER	O
zero	zero	CD	REPORT	OTHER	O
outside	outside	RB	REPORT	OTHER	O
,	,	,	REPORT	OTHER	O
and	and	CC	REPORT	OTHER	O
nothing	nothing	NN	REPORT	OTHER	O
more	more	JJR	REPORT	OTHER	O
refreshing	refreshing	JJ	REPORT	OTHER	O
to	to	TO	REPORT	OTHER	O
look	look	VB	REPORT	OTHER	B-EVENT_MENTION
upon	upon	IN	REPORT	OTHER	I-EVENT_MENTION
from	from	IN	REPORT	OTHER	O
the	the	DT	REPORT	OTHER	O
window	window	NN	REPORT	OTHER	O
than	than	IN	REPORT	OTHER	O
snow	snow	NN	REPORT	OTHER	O
and	and	CC	REPORT	OTHER	O
sleet	sleet	NNP	REPORT	OTHER	O
,	,	,	REPORT	OTHER	O
does	do	VBZ	REPORT	OTHER	O
not	not	RB	REPORT	OTHER	O
need	need	VB	REPORT	OTHER	B-EVENT_MENTION
to	to	TO	REPORT	OTHER	O
wander	wander	VB	REPORT	OTHER	B-EVENT_MENTION
in	in	IN	REPORT	OTHER	O
sunny	sunny	JJ	REPORT	OTHER	O
lands	land	NNS	REPORT	OTHER	O
and	and	CC	REPORT	OTHER	O
among	among	IN	REPORT	OTHER	O
ancient	ancient	JJ	REPORT	OTHER	O
ruins	ruin	NNS	REPORT	OTHER	O
for	for	IN	REPORT	OTHER	O
an	a	DT	REPORT	OTHER	O
inspiration	inspiration	NN	REPORT	OTHER	B-EVENT_MENTION
.	.	.	REPORT	OTHER	O

No	no	DT	REPORT	OTHER	O
,	,	,	REPORT	OTHER	O
travel	travel	NN	REPORT	OTHER	B-EVENT_MENTION
would	would	MD	REPORT	OTHER	O
be	be	VB	REPORT	OTHER	B-EVENT_MENTION
absolutely	absolutely	RB	REPORT	OTHER	I-EVENT_MENTION
wasted	waste	VBN	REPORT	OTHER	I-EVENT_MENTION
upon	upon	IN	REPORT	OTHER	O
you	you	PRP	REPORT	OTHER	O
,	,	,	REPORT	OTHER	O
who	who	WP	REPORT	OTHER	O
require	require	VBP	REPORT	OTHER	B-EVENT_MENTION
only	only	RB	REPORT	OTHER	O
a	a	DT	REPORT	OTHER	O
cigar	cigar	NN	REPORT	OTHER	O
and	and	CC	REPORT	OTHER	O
a	a	DT	REPORT	OTHER	O
wood	wood	NN	REPORT	OTHER	O
fire	fire	NN	REPORT	OTHER	O
to	to	TO	REPORT	OTHER	O
encourage	encourage	VB	REPORT	OTHER	B-EVENT_MENTION
your	you	PRP$	REPORT	OTHER	O
"	''	''	REPORT	OTHER	O
reveries	reverie	NNS	REPORT	OTHER	B-EVENT_MENTION
of	of	IN	REPORT	OTHER	O
a	a	DT	REPORT	OTHER	O
bachelor	bachelor	NN	REPORT	OTHER	O
.	.	.	REPORT	OTHER	O
"	''	''	REPORT	OTHER	O

You	you	PRP	REPORT	OTHER	O
wish	wish	VBP	REPORT	OTHER	B-EVENT_MENTION
to	to	TO	REPORT	OTHER	O
know	know	VB	REPORT	OTHER	B-EVENT_MENTION
what	what	WP	REPORT	OTHER	O
are	be	VBP	REPORT	OTHER	B-EVENT_MENTION
my	my	PRP$	REPORT	OTHER	I-EVENT_MENTION
first	first	JJ	REPORT	OTHER	I-EVENT_MENTION
impressions	impression	NNS	REPORT	OTHER	I-EVENT_MENTION
of	of	IN	REPORT	OTHER	O
Italy	Italy	NNP	REPORT	OTHER	O
,	,	,	REPORT	OTHER	O
and	and	CC	REPORT	OTHER	O
how	how	WRB	REPORT	OTHER	O
we	we	PRP	REPORT	OTHER	O
three	three	CD	REPORT	OTHER	O
women	woman	NNS	REPORT	OTHER	O
get	get	VB	REPORT	OTHER	B-EVENT_MENTION
on	on	IN	REPORT	OTHER	I-EVENT_MENTION
together	together	RB	REPORT	OTHER	O
?	?	.	REPORT	OTHER	O

To	to	TO	REPORT	OTHER	O
be	be	VB	REPORT	OTHER	B-EVENT_MENTION
perfectly	perfectly	RB	REPORT	OTHER	I-EVENT_MENTION
candid	candid	JJ	REPORT	OTHER	I-EVENT_MENTION
with	with	IN	REPORT	OTHER	O
you	you	PRP	REPORT	OTHER	O
,	,	,	REPORT	OTHER	O
we	we	PRP	REPORT	NARRATIVE	O
ourselves	ourselves	PRP	REPORT	NARRATIVE	O
are	be	VBP	REPORT	NARRATIVE	O
not	not	RB	REPORT	NARRATIVE	O
wandering	wander	VBG	REPORT	NARRATIVE	B-EVENT_MENTION
in	in	IN	REPORT	NARRATIVE	O
sunny	sunny	JJ	REPORT	NARRATIVE	O
lands	land	NNS	REPORT	NARRATIVE	O
at	at	IN	REPORT	NARRATIVE	O
present	present	JJ	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
and	and	CC	REPORT	ARGUMENTATIVE	O
the	the	DT	REPORT	ARGUMENTATIVE	O
cheerful	cheerful	JJ	REPORT	ARGUMENTATIVE	O
blaze	blaze	NN	REPORT	ARGUMENTATIVE	O
of	of	IN	REPORT	ARGUMENTATIVE	O
your	you	PRP$	REPORT	ARGUMENTATIVE	O
library	library	NN	REPORT	ARGUMENTATIVE	O
fire	fire	NN	REPORT	ARGUMENTATIVE	O
would	would	MD	REPORT	ARGUMENTATIVE	O
prove	prove	VB	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
most	most	RBS	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
welcome	welcome	JJ	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
to	to	TO	REPORT	ARGUMENTATIVE	O
benumbed	benumbed	JJ	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
fingers	finger	NNS	REPORT	ARGUMENTATIVE	O
and	and	CC	REPORT	ARGUMENTATIVE	O
pinched	pinched	JJ	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
noses	nose	NNS	REPORT	ARGUMENTATIVE	O
.	.	.	REPORT	ARGUMENTATIVE	O

Our	we	PRP$	REPORT	ARGUMENTATIVE	O
welcome	welcome	JJ	REPORT	ARGUMENTATIVE	O
to	to	TO	REPORT	ARGUMENTATIVE	O
Genoa	Genoa	NNP	REPORT	ARGUMENTATIVE	O
was	be	VBD	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
not	not	RB	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
particularly	particularly	RB	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
cheerful	cheerful	JJ	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
.	.	.	REPORT	ARGUMENTATIVE	O

It	it	PRP	REPORT	NARRATIVE	O
had	have	VBD	REPORT	NARRATIVE	O
been	be	VBN	REPORT	NARRATIVE	O
raining	rain	VBG	REPORT	NARRATIVE	B-EVENT_MENTION
for	for	IN	REPORT	NARRATIVE	O
days	day	NNS	REPORT	NARRATIVE	O
;	;	:	REPORT	NARRATIVE	O
the	the	DT	REPORT	DESCRIPTIVE	O
sky	sky	NN	REPORT	DESCRIPTIVE	O
was	be	VBD	REPORT	DESCRIPTIVE	B-EVENT_MENTION
heavy	heavy	JJ	REPORT	DESCRIPTIVE	I-EVENT_MENTION
with	with	IN	REPORT	DESCRIPTIVE	O
clouds	cloud	NNS	REPORT	DESCRIPTIVE	O
,	,	,	REPORT	DESCRIPTIVE	O
and	and	CC	REPORT	DESCRIPTIVE	O
the	the	DT	REPORT	DESCRIPTIVE	O
air	air	NN	REPORT	DESCRIPTIVE	O
chilly	chilly	JJ	REPORT	DESCRIPTIVE	O
and	and	CC	REPORT	DESCRIPTIVE	O
damp	damp	JJ	REPORT	DESCRIPTIVE	O
.	.	.	REPORT	DESCRIPTIVE	O

We	we	PRP	REPORT	ARGUMENTATIVE	O
can	can	MD	REPORT	ARGUMENTATIVE	O
well	well	RB	REPORT	ARGUMENTATIVE	O
understand	understand	VB	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
why	why	WRB	REPORT	ARGUMENTATIVE	O
the	the	DT	REPORT	ARGUMENTATIVE	O
prudent	prudent	JJ	REPORT	ARGUMENTATIVE	O
and	and	CC	REPORT	ARGUMENTATIVE	O
all-informing	all-informing	JJ	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
Baedeker	Baedeker	NNP	REPORT	ARGUMENTATIVE	O
advises	advise	VBZ	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
invalids	invalid	NNS	REPORT	ARGUMENTATIVE	O
visiting	visit	VBG	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
Genoa	Genoa	NNP	REPORT	ARGUMENTATIVE	O
at	at	IN	REPORT	ARGUMENTATIVE	O
this	this	DT	REPORT	ARGUMENTATIVE	O
time	time	NN	REPORT	ARGUMENTATIVE	O
to	to	TO	REPORT	ARGUMENTATIVE	O
guard	guard	VB	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
against	against	IN	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
raw	raw	JJ	REPORT	ARGUMENTATIVE	O
winds	wind	NNS	REPORT	ARGUMENTATIVE	O
and	and	CC	REPORT	ARGUMENTATIVE	O
abrupt	abrupt	JJ	REPORT	ARGUMENTATIVE	O
changes	change	NNS	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
of	of	IN	REPORT	ARGUMENTATIVE	O
temperature	temperature	NN	REPORT	ARGUMENTATIVE	O
.	.	.	REPORT	ARGUMENTATIVE	O

We	we	PRP	REPORT	ARGUMENTATIVE	O
enjoyed	enjoy	VBD	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
coming	come	VBG	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
into	into	IN	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
the	the	DT	REPORT	ARGUMENTATIVE	O
fine	fine	JJ	REPORT	ARGUMENTATIVE	O
harbor	harbor	NN	REPORT	ARGUMENTATIVE	O
,	,	,	REPORT	ARGUMENTATIVE	O
around	around	IN	REPORT	DESCRIPTIVE	O
which	which	WDT	REPORT	DESCRIPTIVE	O
Genoa	Genoa	NNP	REPORT	DESCRIPTIVE	O
is	be	VBZ	REPORT	DESCRIPTIVE	O
built	build	VBN	REPORT	DESCRIPTIVE	B-EVENT_MENTION
upon	upon	IN	REPORT	DESCRIPTIVE	O
its	its	PRP$	REPORT	DESCRIPTIVE	O
hills	hill	NNS	REPORT	DESCRIPTIVE	O
and	and	CC	REPORT	DESCRIPTIVE	O
terraces	terrace	NNS	REPORT	DESCRIPTIVE	O
in	in	IN	REPORT	DESCRIPTIVE	O
the	the	DT	REPORT	DESCRIPTIVE	O
form	form	NN	REPORT	DESCRIPTIVE	O
of	of	IN	REPORT	DESCRIPTIVE	O
a	a	DT	REPORT	DESCRIPTIVE	O
half-circle	half-circle	NN	REPORT	DESCRIPTIVE	O
,	,	,	REPORT	DESCRIPTIVE	O
the	the	DT	REPORT	DESCRIPTIVE	O
city	city	NN	REPORT	DESCRIPTIVE	O
widening	widen	VBG	REPORT	DESCRIPTIVE	B-EVENT_MENTION
out	out	RP	REPORT	DESCRIPTIVE	I-EVENT_MENTION
toward	toward	IN	REPORT	DESCRIPTIVE	O
the	the	DT	REPORT	DESCRIPTIVE	O
ends	end	NNS	REPORT	DESCRIPTIVE	O
of	of	IN	REPORT	DESCRIPTIVE	O
the	the	DT	REPORT	DESCRIPTIVE	O
arc	arc	NN	REPORT	DESCRIPTIVE	O
.	.	.	REPORT	DESCRIPTIVE	O

On	on	IN	REPORT	DESCRIPTIVE	O
the	the	DT	REPORT	DESCRIPTIVE	O
hills	hill	NNS	REPORT	DESCRIPTIVE	O
,	,	,	REPORT	DESCRIPTIVE	O
we	we	PRP	REPORT	NARRATIVE	O
know	know	VBP	REPORT	NARRATIVE	B-EVENT_MENTION
,	,	,	REPORT	DESCRIPTIVE	O
are	be	VBP	REPORT	DESCRIPTIVE	B-EVENT_MENTION
many	many	JJ	REPORT	DESCRIPTIVE	O
beautiful	beautiful	JJ	REPORT	DESCRIPTIVE	O
villas	villa	NNS	REPORT	DESCRIPTIVE	O
,	,	,	REPORT	DESCRIPTIVE	O
seen	see	VBN	REPORT	DESCRIPTIVE	B-EVENT_MENTION
to-day	to-day	NN	REPORT	DESCRIPTIVE	O
but	but	CC	REPORT	DESCRIPTIVE	O
dimly	dimly	RB	REPORT	DESCRIPTIVE	O
through	through	IN	REPORT	DESCRIPTIVE	O
veils	veil	NNS	REPORT	DESCRIPTIVE	O
of	of	IN	REPORT	DESCRIPTIVE	O
mist	mist	NN	REPORT	DESCRIPTIVE	O
,	,	,	REPORT	DESCRIPTIVE	O
and	and	CC	REPORT	DESCRIPTIVE	O
beyond	beyond	IN	REPORT	DESCRIPTIVE	O
are	be	VBP	REPORT	DESCRIPTIVE	B-EVENT_MENTION
the	the	DT	REPORT	DESCRIPTIVE	O
mountains	mountain	NNS	REPORT	DESCRIPTIVE	O
,	,	,	REPORT	DESCRIPTIVE	O
which	which	WDT	REPORT	ARGUMENTATIVE	O
in	in	IN	REPORT	ARGUMENTATIVE	O
clear	clear	JJ	REPORT	ARGUMENTATIVE	O
weather	weather	NN	REPORT	ARGUMENTATIVE	O
must	must	MD	REPORT	ARGUMENTATIVE	O
add	add	VB	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
much	much	JJ	REPORT	ARGUMENTATIVE	O
to	to	TO	REPORT	ARGUMENTATIVE	O
the	the	DT	REPORT	ARGUMENTATIVE	O
charm	charm	NN	REPORT	ARGUMENTATIVE	O
of	of	IN	REPORT	ARGUMENTATIVE	O
this	this	DT	REPORT	ARGUMENTATIVE	O
old	old	JJ	REPORT	ARGUMENTATIVE	O
fortress	fortress	NN	REPORT	ARGUMENTATIVE	O
as	as	IN	REPORT	ARGUMENTATIVE	O
seen	see	VBN	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
from	from	IN	REPORT	ARGUMENTATIVE	O
the	the	DT	REPORT	ARGUMENTATIVE	O
sea	sea	NN	REPORT	ARGUMENTATIVE	O
.	.	.	REPORT	ARGUMENTATIVE	O

Zelphine	Zelphine	NNP	REPORT	NARRATIVE	O
says	say	VBZ	REPORT	NARRATIVE	B-EVENT_MENTION
that	that	IN	REPORT	ARGUMENTATIVE	O
it	it	PRP	REPORT	ARGUMENTATIVE	O
would	would	MD	REPORT	ARGUMENTATIVE	O
be	be	VB	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
very	very	RB	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
ungrateful	ungrateful	JJ	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
of	of	IN	REPORT	ARGUMENTATIVE	O
us	we	PRP	REPORT	ARGUMENTATIVE	O
if	if	IN	REPORT	ARGUMENTATIVE	O
we	we	PRP	REPORT	ARGUMENTATIVE	O
were	be	VBD	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
to	to	TO	REPORT	ARGUMENTATIVE	O
complain	complain	VB	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
of	of	IN	REPORT	ARGUMENTATIVE	O
cloudy	cloudy	JJ	REPORT	ARGUMENTATIVE	O
weather	weather	NN	REPORT	ARGUMENTATIVE	O
,	,	,	REPORT	ARGUMENTATIVE	O
as	as	IN	REPORT	ARGUMENTATIVE	O
the	the	DT	REPORT	ARGUMENTATIVE	O
skies	sky	NNS	REPORT	ARGUMENTATIVE	O
might	might	MD	REPORT	ARGUMENTATIVE	O
be	be	VB	REPORT	ARGUMENTATIVE	O
pouring	pour	VBG	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
down	down	RB	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
upon	upon	IN	REPORT	ARGUMENTATIVE	O
us	we	PRP	REPORT	ARGUMENTATIVE	O
instead	instead	RB	REPORT	ARGUMENTATIVE	O
of	of	IN	REPORT	ARGUMENTATIVE	O
only	only	RB	REPORT	ARGUMENTATIVE	O
threatening	threaten	VBG	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
,	,	,	REPORT	ARGUMENTATIVE	O
and	and	CC	REPORT	ARGUMENTATIVE	O
,	,	,	REPORT	ARGUMENTATIVE	O
after	after	IN	REPORT	ARGUMENTATIVE	O
all	all	DT	REPORT	ARGUMENTATIVE	O
,	,	,	REPORT	ARGUMENTATIVE	O
we	we	PRP	REPORT	ARGUMENTATIVE	O
are	be	VBP	REPORT	ARGUMENTATIVE	O
having	have	VBG	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
the	the	DT	REPORT	ARGUMENTATIVE	O
same	same	JJ	REPORT	ARGUMENTATIVE	O
good	good	JJ	REPORT	ARGUMENTATIVE	O
luck	luck	NN	REPORT	ARGUMENTATIVE	O
that	that	IN	REPORT	ARGUMENTATIVE	O
we	we	PRP	REPORT	ARGUMENTATIVE	O
had	have	VBD	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
in	in	IN	REPORT	ARGUMENTATIVE	O
Madeira	Madeira	NNP	REPORT	ARGUMENTATIVE	O
,	,	,	REPORT	ARGUMENTATIVE	O
Granada	Granada	NNP	REPORT	ARGUMENTATIVE	O
,	,	,	REPORT	ARGUMENTATIVE	O
and	and	CC	REPORT	ARGUMENTATIVE	O
Algiers	Algiers	NNP	REPORT	ARGUMENTATIVE	O
in	in	IN	REPORT	ARGUMENTATIVE	O
coming	come	VBG	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
after	after	IN	REPORT	ARGUMENTATIVE	O
the	the	DT	REPORT	ARGUMENTATIVE	O
rain	rain	NN	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
instead	instead	RB	REPORT	ARGUMENTATIVE	O
of	of	IN	REPORT	ARGUMENTATIVE	O
before	before	IN	REPORT	ARGUMENTATIVE	O
it	it	PRP	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
.	.	.	REPORT	ARGUMENTATIVE	O

And	and	CC	REPORT	OTHER	O
how	how	WRB	REPORT	OTHER	O
do	do	VBP	REPORT	OTHER	O
we	we	PRP	REPORT	OTHER	O
get	get	VB	REPORT	OTHER	B-EVENT_MENTION
on	on	IN	REPORT	OTHER	I-EVENT_MENTION
together	together	RB	REPORT	OTHER	O
?	?	.	REPORT	OTHER	O

Really	really	RB	REPORT	OTHER	O
,	,	,	REPORT	OTHER	O
monsieur	monsieur	NN	REPORT	OTHER	O
,	,	,	REPORT	OTHER	O
you	you	PRP	REPORT	OTHER	O
display	display	VBP	REPORT	OTHER	B-EVENT_MENTION
courage	courage	NN	REPORT	OTHER	O
when	when	WRB	REPORT	OTHER	O
you	you	PRP	REPORT	OTHER	O
ask	ask	VBP	REPORT	OTHER	B-EVENT_MENTION
that	that	IN	REPORT	OTHER	O
question	question	NN	REPORT	OTHER	O
,	,	,	REPORT	OTHER	O
as	as	IN	REPORT	OTHER	O
I	I	PRP	REPORT	OTHER	O
might	might	MD	REPORT	OTHER	O
here	here	RB	REPORT	OTHER	O
and	and	CC	REPORT	OTHER	O
now	now	RB	REPORT	OTHER	O
unburden	unburden	VB	REPORT	OTHER	B-EVENT_MENTION
my	my	PRP$	REPORT	OTHER	O
mind	mind	NN	REPORT	OTHER	O
of	of	IN	REPORT	OTHER	O
a	a	DT	REPORT	OTHER	O
long	long	JJ	REPORT	OTHER	O
list	list	NN	REPORT	OTHER	O
of	of	IN	REPORT	OTHER	O
grievances	grievance	NNS	REPORT	OTHER	B-EVENT_MENTION
.	.	.	REPORT	OTHER	O

As	as	IN	REPORT	NARRATIVE	O
it	it	PRP	REPORT	NARRATIVE	O
is	be	VBZ	REPORT	NARRATIVE	B-EVENT_MENTION
,	,	,	REPORT	NARRATIVE	O
however	however	RB	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
I	I	PRP	REPORT	NARRATIVE	O
have	have	VBP	REPORT	NARRATIVE	B-EVENT_MENTION
so	so	RB	REPORT	NARRATIVE	O
far	far	RB	REPORT	NARRATIVE	O
no	no	DT	REPORT	NARRATIVE	O
woes	woe	NNS	REPORT	NARRATIVE	B-EVENT_MENTION
to	to	TO	REPORT	NARRATIVE	O
relate	relate	VB	REPORT	NARRATIVE	B-EVENT_MENTION
,	,	,	REPORT	NARRATIVE	O
although	although	IN	REPORT	ARGUMENTATIVE	O
I	I	PRP	REPORT	ARGUMENTATIVE	O
know	know	VBP	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
that	that	IN	REPORT	ARGUMENTATIVE	O
a	a	DT	REPORT	ARGUMENTATIVE	O
sojourn	sojourn	NN	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
on	on	IN	REPORT	ARGUMENTATIVE	O
the	the	DT	REPORT	ARGUMENTATIVE	O
Continent	Continent	NNP	REPORT	ARGUMENTATIVE	O
has	have	VBZ	REPORT	ARGUMENTATIVE	O
wrecked	wreck	VBN	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
many	many	JJ	REPORT	ARGUMENTATIVE	O
a	a	DT	REPORT	ARGUMENTATIVE	O
friendship	friendship	NN	REPORT	ARGUMENTATIVE	O
.	.	.	REPORT	ARGUMENTATIVE	O

We	we	PRP	REPORT	ARGUMENTATIVE	O
three	three	CD	REPORT	ARGUMENTATIVE	O
must	must	MD	REPORT	ARGUMENTATIVE	O
appear	appear	VB	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
to	to	TO	REPORT	ARGUMENTATIVE	O
those	those	DT	REPORT	ARGUMENTATIVE	O
who	who	WP	REPORT	ARGUMENTATIVE	O
meet	meet	VBP	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
us	we	PRP	REPORT	ARGUMENTATIVE	O
an	a	DT	REPORT	ARGUMENTATIVE	O
ill-assorted	ill-assorted	JJ	REPORT	ARGUMENTATIVE	O
trio	trio	NN	REPORT	ARGUMENTATIVE	O
;	;	:	REPORT	ARGUMENTATIVE	O
but	but	CC	REPORT	ARGUMENTATIVE	O
because	because	IN	REPORT	ARGUMENTATIVE	O
of	of	IN	REPORT	ARGUMENTATIVE	O
our	we	PRP$	REPORT	ARGUMENTATIVE	O
individualities	individuality	NNS	REPORT	ARGUMENTATIVE	O
we	we	PRP	REPORT	ARGUMENTATIVE	O
may	may	MD	REPORT	ARGUMENTATIVE	O
be	be	VB	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
the	the	DT	REPORT	ARGUMENTATIVE	O
better	better	JJR	REPORT	ARGUMENTATIVE	O
fitted	fit	VBN	REPORT	ARGUMENTATIVE	O
to	to	TO	REPORT	ARGUMENTATIVE	O
stand	stand	VB	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
the	the	DT	REPORT	ARGUMENTATIVE	O
crucial	crucial	JJ	REPORT	ARGUMENTATIVE	O
test	test	NN	REPORT	ARGUMENTATIVE	O
of	of	IN	REPORT	ARGUMENTATIVE	O
a	a	DT	REPORT	ARGUMENTATIVE	O
tour	tour	NN	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
of	of	IN	REPORT	ARGUMENTATIVE	O
indefinite	indefinite	JJ	REPORT	ARGUMENTATIVE	O
length	length	NN	REPORT	ARGUMENTATIVE	O
,	,	,	REPORT	ARGUMENTATIVE	O
whose	whose	WP$	REPORT	ARGUMENTATIVE	O
only	only	RB	REPORT	ARGUMENTATIVE	O
object	object	NN	REPORT	ARGUMENTATIVE	O
is	be	VBZ	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
pleasure	pleasure	NN	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
.	.	.	REPORT	ARGUMENTATIVE	O

Zelphine	Zelphine	NNP	REPORT	DESCRIPTIVE	O
is	be	VBZ	REPORT	DESCRIPTIVE	B-EVENT_MENTION
the	the	DT	REPORT	DESCRIPTIVE	I-EVENT_MENTION
encyclopædia	encyclopædia	NN	REPORT	DESCRIPTIVE	I-EVENT_MENTION
of	of	IN	REPORT	DESCRIPTIVE	O
the	the	DT	REPORT	DESCRIPTIVE	O
party	party	NN	REPORT	DESCRIPTIVE	O
,	,	,	REPORT	DESCRIPTIVE	O
and	and	CC	REPORT	DESCRIPTIVE	O
,	,	,	REPORT	DESCRIPTIVE	O
as	as	IN	REPORT	NARRATIVE	O
Angela	Angela	NNP	REPORT	NARRATIVE	O
says	say	VBZ	REPORT	NARRATIVE	B-EVENT_MENTION
,	,	,	REPORT	NARRATIVE	O
her	she	PRP$	REPORT	DESCRIPTIVE	O
information	information	NN	REPORT	DESCRIPTIVE	O
is	be	VBZ	REPORT	DESCRIPTIVE	B-EVENT_MENTION
always	always	RB	REPORT	DESCRIPTIVE	I-EVENT_MENTION
on	on	IN	REPORT	DESCRIPTIVE	I-EVENT_MENTION
tap	tap	NN	REPORT	DESCRIPTIVE	I-EVENT_MENTION
,	,	,	REPORT	DESCRIPTIVE	O
besides	besides	IN	REPORT	DESCRIPTIVE	O
which	which	WDT	REPORT	DESCRIPTIVE	O
she	she	PRP	REPORT	DESCRIPTIVE	O
is	be	VBZ	REPORT	DESCRIPTIVE	B-EVENT_MENTION
amiable	amiable	JJ	REPORT	DESCRIPTIVE	I-EVENT_MENTION
and	and	CC	REPORT	DESCRIPTIVE	O
refreshingly	refreshingly	RB	REPORT	DESCRIPTIVE	O
romantic	romantic	JJ	REPORT	DESCRIPTIVE	O
.	.	.	REPORT	DESCRIPTIVE	O

It	it	PRP	REPORT	ARGUMENTATIVE	O
is	be	VBZ	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
inspiring	inspiring	JJ	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
to	to	TO	REPORT	ARGUMENTATIVE	O
